tratamientos,r.squared,r2_ajustado,rmse,p_valor,indice
Control,0.556708404565639,0.5290026798509915,10.08706470864664,3.768703480998867e-4,NDVI
Quema - Excluido,0.7011172277418396,0.6824370544757046,4.616050156908143,1.4602130271643772e-5,NDVI
Quema - Pastoreo,0.3005952930296547,0.253968312564965,4.599725547490734,0.022684575850986405,NDVI
