tratamientos,r.squared,r2_ajustado,rmse,p_valor,indice
Control,0.7282284195104706,0.711242695729875,8.830848975580121,6.713874670382088e-6,NDVI
Quema - Excluido,0.45416766648102064,0.4200531456360843,6.2850821502602985,0.0021646412926958694,NDVI
Quema - Pastoreo,0.008095726511083432,-0.05803122505484426,6.101500626671261,0.7312812829781675,NDVI
