tratamientos,r.squared,r2_ajustado,rmse,p_valor,indice
Control,0.5244403342149814,0.4947178551034177,12.386454632167782,6.777238466575415e-4,NDVI
Quema - Excluido,0.18848856696410582,0.13776910239936246,14.013989576487445,0.07182673864017142,NDVI
Quema - Pastoreo,0.15826744570889326,0.10215194208948619,8.249151258926375,0.11377676115932565,NDVI
