tratamientos,r.squared,r2_ajustado,rmse,p_valor,indice
Control,0.44970059428218356,0.4153068814248201,13.659139090422007,0.002319724696864539,NDVI
Quema - Excluido,0.7988468231738886,0.7862747496222566,3.45213112827652,5.810104993710088e-7,NDVI
Quema - Pastoreo,0.46368524417441975,0.42793092711938097,2.136826369348472,0.002619200880015538,NDVI
