tratamientos,r.squared,r2_ajustado,rmse,p_valor,indice
Control,0.48301697149918776,0.450705532217887,15.809937190270631,0.0013673249037572466,NDVI
Quema - Excluido,0.5293548643602674,0.499939543382784,5.8155895991817355,6.212835850151638e-4,NDVI
Quema - Pastoreo,0.20951271668140412,0.15681356446016448,5.614845752896868,0.06467105914867738,NDVI
