tratamientos,r.squared,r2_ajustado,rmse,p_valor,indice
Control,0.6743189493668915,0.6539638837023223,13.817760887121326,2.9510510885897003e-5,NDVI
Quema - Excluido,0.4690383131853774,0.43585320775946357,7.196076250302699,0.0017129841650147977,NDVI
Quema - Pastoreo,3.1270748509235107e-4,-0.06633311201590142,6.806082933340904,0.9462933919053897,NDVI
