tratamientos,r.squared,r2_ajustado,rmse,p_valor,indice
Control,0.6785608627439321,0.6584709166654279,12.66043122011374,2.650123490865002e-5,NDVI
Quema - Excluido,0.2551890638159168,0.20863838030441162,3.100438056972889,0.032486090524402975,NDVI
Quema - Pastoreo,0.2395361643730437,0.1888385753312466,1.278378540893866,0.04615429468169536,NDVI
