tratamientos,r.squared,r2_ajustado,rmse,p_valor,indice
Control,0.489683968998018,0.4577892170603941,17.113083073814096,0.0012255936588564907,NDVI
Quema - Excluido,0.6726967110571509,0.6522402554982228,4.5087881904744,3.073868992236549e-5,NDVI
Quema - Pastoreo,0.20123171333460427,0.14798049422357784,3.1936146718238176,0.0709046888980329,NDVI
