tratamientos,r.squared,r2_ajustado,rmse,p_valor,indice
Control,0.3463846066710864,0.30553364458802934,19.934100589451802,0.010185970898051892,NDVI
Quema - Excluido,0.7365601736773391,0.7200951845321728,4.809043204652507,5.207950909687153e-6,NDVI
Quema - Pastoreo,0.23003371716850932,0.17870263164640987,2.963057123477001,0.05139026332491258,NDVI
