tratamientos,r.squared,r2_ajustado,rmse,p_valor,indice
Control,0.0885188548615171,0.03155128329036194,24.047241806390023,0.2305101741678766,NDVI
Quema - Excluido,0.09899600140923798,0.04268325149731533,22.267934677301035,0.20349703844351089,NDVI
Quema - Pastoreo,0.16347766666883162,0.10770951111342031,16.537942522390047,0.10746308515853319,NDVI
