tratamientos,r.squared,r2_ajustado,rmse,p_valor,indice
Control,0.5285039757334029,0.49903547421674055,18.845049615621623,6.30745242357637e-4,NDVI
Quema - Excluido,0.49556733522893276,0.46404029368074096,9.24487752106252,0.001111574672099472,NDVI
Quema - Pastoreo,0.18145107035574037,0.12688114171278975,5.504186886186861,0.08821728671821233,NDVI
