tratamientos,r.squared,r2_ajustado,rmse,p_valor,indice
Control,0.6227767288283064,0.5992002743800755,14.822238769717893,9.887018228605438e-5,NDVI
Quema - Excluido,0.3540939035593511,0.3137247725318105,3.122696809977952,0.009184952894225282,NDVI
Quema - Pastoreo,0.3136224121164394,0.2678639062575353,1.3238497760318348,0.019391555416155084,NDVI
