tratamientos,r.squared,r2_ajustado,rmse,p_valor,indice
Control,0.3221909133725211,0.27982784545830375,15.701319539103567,0.01400755381598694,NDVI
Quema - Excluido,0.8245513311599351,0.813585789357431,3.9011783078700595,1.9194825783372328e-7,NDVI
Quema - Pastoreo,0.46194157426348487,0.4260710125477173,2.1378831260215954,0.0026877980347564594,NDVI
