tratamientos,r.squared,r2_ajustado,rmse,p_valor,indice
Control,0.6144204669493847,0.5903217461337212,12.383523663220066,1.1848466404027048e-4,NDVI
Quema - Excluido,0.5141848731597378,0.4838214277322215,6.873366882687544,8.104244790906134e-4,NDVI
Quema - Pastoreo,0.09538237542902187,0.0350745337909566,4.811112899414779,0.22775897228010944,NDVI
