tratamientos,r.squared,r2_ajustado,rmse,p_valor,indice
Control,0.5058341189888921,0.4749487514256978,10.780678138151853,9.350762636237387e-4,NDVI
Quema - Excluido,0.24706547417238434,0.20000706630815834,12.552598047919336,0.035851158475779216,NDVI
Quema - Pastoreo,0.09160702336121838,0.031047491585299625,5.8945441034583625,0.237672931949931,NDVI
