tratamientos,r.squared,r2_ajustado,rmse,p_valor,indice
Control,0.14302911234088567,0.089468431862191,21.395633767347483,0.12174884478478236,NDVI
Quema - Excluido,0.09106921108322359,0.03426103677592507,23.23045868832982,0.22358914859318452,NDVI
Quema - Pastoreo,0.1379302345401333,0.08045891684280893,16.551585556522383,0.1421741903636297,NDVI
